word,series_frequency,english_frequency,vocabulary_level
begging,1,1559218,N/A
elevator,1,5679738,N/A
founder,1,14076165,C2
heir,1,2837503,C2
evolutionary,1,4704879,N/A
reclaim,1,1389476,N/A
chum,1,801140,N/A
winnin,1,16785,N/A
overrated,1,626366,N/A
wandering,1,2618011,N/A
poisoned,1,838998,N/A
bludgeoned,1,50163,N/A
crowbar,1,278976,N/A
standpoint,1,1769894,C2
expel,1,548906,N/A
activated,1,7010205,N/A
nothin,1,1038914,N/A
telling,1,14181895,N/A
gosh,1,1103443,N/A
haul,1,2979364,C2
buried,1,7228389,N/A
roulette,1,11393572,N/A
miscalculated,1,68043,N/A
fathomed,1,24293,N/A
demon,1,7695060,N/A
loser,1,4434428,N/A
predicting,1,2320903,N/A
smidge,1,39064,N/A
controlling,1,8536013,N/A
wholly,1,4489721,C2
outclassed,1,63325,N/A
adversary,1,1712421,N/A
acolyte,1,264541,N/A
erase,1,3086642,N/A
suggestible,1,20326,N/A
congresswoman,1,325193,N/A
welch,1,3150282,N/A
istp,1,50117,N/A
brigg,1,2357898,N/A
threatening,1,5146833,N/A
unwitting,1,176649,N/A
wingman,1,250649,N/A
talked,1,9582713,N/A
maid,1,5500996,N/A
hoping,1,8825881,N/A
askin,1,218934,N/A
spite,1,4493143,C2
mentality,1,1615879,C1
endgame,1,389725,N/A
automated,1,12816951,N/A
cryo,1,319669,N/A
reload,1,8800092,N/A
bleedin,1,59674,N/A
dreaming,1,3136420,N/A
massacre,1,3031330,C2
unbeknownst,1,174240,N/A
smudge,1,444701,N/A
listening,1,19542217,N/A
commend,1,1374160,N/A
warrant,1,12413608,N/A
acted,1,4468180,N/A
prevented,1,4140686,N/A
flowed,1,1121468,N/A
adore,1,1339286,N/A
dilapidated,1,287413,N/A
flowing,1,4208602,N/A
yonder,1,573428,N/A
adored,1,529243,N/A
remnant,1,2193155,N/A
virtue,1,6879853,C2
unify,1,817096,N/A
brotherhood,1,1888726,N/A
unifier,1,70765,N/A
destroyer,1,1882724,N/A
