word,series_frequency,english_frequency,vocabulary_level
revenge,5,6655322,B2
landing,4,9989426,B2
shoveling,3,163368,B2
aye,3,8638435,B2
suitor,2,403259,B2
crow,2,5886842,B2
blade,2,16974849,B2
ahem,2,635512,B2
prodigy,2,1548269,B2
ash,2,11970615,B2
tragedy,2,6406263,B2
siege,2,2606973,B2
ridiculous,2,3486556,B2
sword,2,11815118,B2
manipulate,2,2779881,B2
distrust,2,780756,B2
brighter,2,1878111,B2
prayed,2,1490059,B2
harbor,2,14934790,B2
wildling,2,0,B2
tanner,2,1835994,B2
deserter,2,251590,B2
