word,series_frequency,english_frequency,vocabulary_level
was,36,1483428678,N/A
are,29,2395433165,N/A
did,17,275450874,N/A
had,12,480345947,N/A
were,9,570712602,N/A
has,9,1046319984,N/A
men,8,196195250,N/A
going,7,155862313,N/A
made,7,287369575,N/A
doing,7,81188350,N/A
got,6,145268693,N/A
seen,6,78381896,N/A
been,6,575087223,N/A
seem,6,92129504,N/A
done,4,102841314,N/A
called,4,106978150,N/A
said,4,315595259,N/A
children,4,214638176,N/A
getting,3,93506861,N/A
taken,3,87019836,N/A
alway,2,127836367,N/A
doe,2,321965419,N/A
lot,2,150766298,N/A
being,2,248842629,N/A
