word,series_frequency,english_frequency,vocabulary_level
transceiver,6,1847079,C1
driveshaft,4,191806,C1
spinal,2,4699709,C1
nerf,2,2952321,C1
turbulence,2,1675989,C1
mayday,2,311257,C1
trauma,2,5434737,C2
