word,series_frequency,english_frequency,vocabulary_level
was,55,1483428678,N/A
had,24,480345947,N/A
did,18,275450874,N/A
are,18,2395433165,N/A
got,14,145268693,N/A
been,11,575087223,N/A
being,10,248842629,N/A
lot,10,150766298,N/A
said,7,315595259,N/A
were,7,570712602,N/A
going,6,155862313,N/A
looking,5,150610176,N/A
used,4,421438139,N/A
made,4,287369575,N/A
doe,4,321965419,N/A
making,4,124399532,N/A
poker,4,129277247,N/A
seem,4,92129504,N/A
has,3,1046319984,N/A
done,3,102841314,N/A
alway,2,127836367,N/A
children,2,214638176,N/A
getting,2,93506861,N/A
called,2,106978150,N/A
favorite,2,92246870,N/A
