word,series_frequency,english_frequency,vocabulary_level
investigator,6,12634943,B2
corridor,3,6317194,B2
stain,2,5361741,B2
basement,2,6746413,B2
jury,2,11599368,B2
wrist,2,6941867,B2
disposal,2,12180011,B2
guilt,2,3623942,B2
whoever,2,3961970,B2
naughty,2,6845743,B2
spray,1,16522347,B2
wipe,1,4192050,B2
annually,1,9528962,B2
toxic,1,9734132,B2
upright,1,4162400,B2
trace,1,15186073,B2
peel,1,4258385,B2
paperwork,1,3026360,B2
shrink,1,3686296,B2
tragedy,1,6406263,B2
legally,1,6786936,B2
unacceptable,1,3092460,B2
independence,1,14412277,B2
trunk,1,12612833,B2
reputation,1,11548609,B2
anxiety,1,9978147,B2
tremendous,1,6136813,B2
suicide,1,11774872,B2
cooperate,1,3370141,B2
consciousness,1,7462174,B2
twisted,1,6451973,B2
overseas,1,14773122,B2
suspicion,1,3267161,B2
distinguish,1,5846944,B2
physically,1,6626169,B2
bare,1,8762991,B2
roommate,1,11615558,B2
