word,series_frequency,english_frequency,vocabulary_level
halloween,7,11123946,B2
weird,7,11590681,B2
carnival,6,7009175,B2
bang,6,18750559,B2
confess,5,2158634,B2
literally,4,7123178,B2
supposed,4,14497557,B2
rehab,4,6683000,B2
realized,3,11186108,B2
numb,3,1287625,B2
addict,3,4410914,B2
highland,3,11598848,B2
pond,3,12105556,B2
stronger,2,9076588,B2
booth,2,9307763,B2
chaperone,2,620234,B2
mash,2,1597196,B2
lovin,2,1675210,B2
soaking,2,1008618,B2
idiot,2,6496256,B2
pushed,2,6482839,B2
assaulted,2,812496,B2
