word,series_frequency,english_frequency,vocabulary_level
was,23,1483428678,N/A
got,17,145268693,N/A
are,16,2395433165,N/A
been,13,575087223,N/A
had,12,480345947,N/A
has,9,1046319984,N/A
said,8,315595259,N/A
did,7,275450874,N/A
lot,6,150766298,N/A
were,5,570712602,N/A
used,4,421438139,N/A
porn,4,119595989,N/A
looking,4,150610176,N/A
alway,3,127836367,N/A
going,3,155862313,N/A
doe,3,321965419,N/A
men,3,196195250,N/A
children,2,214638176,N/A
done,2,102841314,N/A
sery,2,161518557,N/A
