word,series_frequency,english_frequency,vocabulary_level
weird,4,11590681,B2
reputation,3,11548609,B2
literally,3,7123178,B2
idiot,2,6496256,B2
essentially,1,9474655,B2
yell,1,2061850,B2
starving,1,1176943,B2
slap,1,2364559,B2
thoughtful,1,2762623,B2
lobby,1,7284421,B2
encouraging,1,7187031,B2
entertaining,1,6330073,B2
tremendous,1,6136813,B2
medal,1,10964545,B2
practically,1,4363252,B2
ridiculous,1,3486556,B2
emotionally,1,2391987,B2
amongst,1,7657732,B2
interruption,1,2961796,B2
splash,1,4340884,B2
sack,1,4355332,B2
bounce,1,5550954,B2
insult,1,3117634,B2
