word,series_frequency,english_frequency,vocabulary_level
screening,6,15663860,N/A
marvel,2,6182633,N/A
filmmaker,2,3150820,N/A
metaphor,2,3126535,C2
wack,2,334282,N/A
strategically,2,1473002,C2
cannon,2,6056439,N/A
fodder,2,1004547,N/A
cinephilia,2,0,N/A
congrat,2,2038241,N/A
sublime,2,14614308,N/A
runtime,2,5952598,N/A
