word,series_frequency,english_frequency,vocabulary_level
whomp,6,31761,C1
woo,4,2718146,C1
trafficking,3,3311336,C1
spectrum,3,15444042,C1
solicited,2,986212,C1
bitcoin,2,0,C1
faggot,2,451557,C1
