word,series_frequency,english_frequency,vocabulary_level
went,1,68130142,N/A
vacation,1,71570046,N/A
jellyfish,1,597803,N/A
discovered,1,16046554,N/A
relatively,1,19693917,N/A
fantasized,1,86043,N/A
walked,1,10905602,N/A
chose,1,9409845,N/A
jinx,1,513630,N/A
drank,1,1777243,N/A
virgin,1,26912691,C2
coladas,1,35852,N/A
returned,1,34138333,N/A
weighed,1,1932161,N/A
whopping,1,604841,N/A
noticeable,1,1919027,C1
minimize,1,7223673,C1
fallout,1,1292211,N/A
wearing,1,12401524,N/A
goe,1,47478275,N/A
standing,1,34637239,N/A
spark,1,8486764,C2
ignite,1,1133217,N/A
started,1,77515342,N/A
prolific,1,1502628,N/A
smut,1,1211489,N/A
crossover,1,3163630,N/A
consistent,1,22600601,C2
fic,1,1714189,N/A
credited,1,4401906,N/A
starting,1,68080206,N/A
conspiracy,1,6954540,N/A
unusually,1,1718464,N/A
palm,1,45758669,C1
sweating,1,1077565,N/A
nerf,1,2952321,N/A
torturous,1,95444,N/A
finesse,1,588192,N/A
asthma,1,7819180,N/A
publishing,1,42830042,N/A
garnered,1,683295,N/A
amassed,1,368010,N/A
fantasize,1,155004,N/A
hesitated,1,552047,N/A
asked,1,75532722,N/A
granted,1,19576234,N/A
came,1,73311488,N/A
tattoo,1,6839828,N/A
fentanyl,1,266341,N/A
excursion,1,4988089,N/A
disappearing,1,1263910,N/A
died,1,35803272,N/A
answering,1,6472783,N/A
sneaking,1,498814,N/A
kidding,1,2613375,N/A
themself,1,47355436,N/A
traumatic,1,2450877,C2
favor,1,18267074,N/A
grounded,1,3739928,N/A
longer,1,54063969,N/A
depress,1,452599,N/A
woke,1,2630503,N/A
hardest,1,2489739,N/A
falling,1,12324340,N/A
texting,1,229377,N/A
texted,1,40079,N/A
floating,1,8519508,N/A
fraction,1,9611147,C2
objectively,1,896169,C1
unsolicited,1,2194503,N/A
trained,1,13608102,N/A
hygiene,1,5151461,C1
uncapped,1,167652,N/A
deodorant,1,1788713,C1
lotion,1,5659728,N/A
constitute,1,38516977,C1
rarefied,1,91832,N/A
sought,1,12398749,N/A
groomed,1,666142,N/A
classy,1,2010936,N/A
arty,1,487971,N/A
reborn,1,1001079,N/A
tempt,1,631559,N/A
moked,1,0,N/A
cryptocurrency,1,0,N/A
wondering,1,9239585,N/A
anonymously,1,1313723,N/A
dumb,1,5409969,C1
ish,1,1960395,N/A
narcotic,1,2650674,N/A
anonymous,1,32563033,C2
met,1,45111009,N/A
feat,1,6062019,C2
older,1,44256753,N/A
done,1,102841314,N/A
overdosed,1,66034,N/A
ripped,1,2642534,N/A
struggling,1,4694335,N/A
playing,1,51019438,N/A
greatest,1,25547808,N/A
lived,1,18050710,N/A
celebrated,1,4475405,N/A
watching,1,21543474,N/A
christ,1,28486624,N/A
joshing,1,0,N/A
kink,1,1389674,N/A
crying,1,4891725,N/A
medically,1,1705796,C2
transferred,1,11023998,N/A
holocaust,1,5747744,N/A
perf,1,1153093,N/A
putting,1,18519708,N/A
dorm,1,2502466,N/A
ransom,1,1440562,N/A
craziest,1,198997,N/A
initiation,1,4018077,N/A
pledgie,1,0,N/A
stripped,1,2634414,N/A
strip,1,24503131,C1
brought,1,39794764,N/A
baddest,1,141155,N/A
asexual,1,187294,N/A
sexuality,1,5855554,N/A
gross,1,16720425,C1
changed,1,45453557,N/A
core,1,53228216,C2
pornographer,1,312530,N/A
dateline,1,1048484,N/A
jock,1,2494030,N/A
conservative,1,14852075,C1
privilege,1,11725236,C1
deserted,1,1525106,C1
upstair,1,2573007,N/A
wanting,1,7463610,N/A
begging,1,1559218,N/A
selling,1,44375770,N/A
dropout,1,1507586,N/A
functioning,1,5633799,N/A
gave,1,36576222,N/A
sold,1,42979181,N/A
ruined,1,1877804,N/A
calling,1,30005364,N/A
