word,series_frequency,english_frequency,vocabulary_level
riding,1,15435415,N/A
nightfall,1,334563,N/A
banner,1,25576761,N/A
searching,1,24320613,N/A
forgiveness,1,2501286,C2
scouting,1,1950577,N/A
encountered,1,6108842,N/A
lieutenant,1,4186167,N/A
bearing,1,13934717,N/A
meant,1,17832930,N/A
disr,1,13236,N/A
scurrying,1,134891,N/A
instruction,1,75461188,C2
seized,1,3388226,N/A
garrisoned,1,41434,N/A
withstand,1,1867175,C2
strategic,1,30930763,C1
spike,1,6690828,N/A
hostage,1,3239957,C2
sued,1,2526428,N/A
sue,1,12356670,C1
gathering,1,12907959,C1
intimate,1,6340213,C2
unwashed,1,197494,N/A
northerner,1,733433,N/A
collectively,1,3224225,N/A
informant,1,1320543,N/A
combined,1,29840482,N/A
notion,1,9830839,C1
harder,1,8956549,N/A
bannermen,1,0,N/A
purpos,1,51238181,N/A
rubble,1,890671,N/A
worthy,1,6960825,C1
suitor,1,403259,N/A
predisposed,1,324627,N/A
toward,1,66823223,N/A
courtship,1,524964,N/A
acting,1,18407646,N/A
hinder,1,1615696,C2
unattended,1,1024424,N/A
naming,1,4643682,N/A
spending,1,19521910,C2
taught,1,16082512,N/A
managing,1,25054421,N/A
lifted,1,3957493,N/A
sniffed,1,268185,N/A
roared,1,430026,N/A
kicked,1,3510100,N/A
wailed,1,117551,N/A
licked,1,1316428,N/A
bound,1,26377045,C1
hearing,1,44863940,N/A
swordsman,1,301703,N/A
slower,1,4293888,N/A
sitting,1,18868156,N/A
wrapped,1,5852802,N/A
overpraise,1,0,N/A
noblewoman,1,24505,N/A
forge,1,5438308,N/A
helping,1,24402324,N/A
inn,1,74976122,N/A
ugly,1,7478441,N/A
baked,1,4716100,N/A
innkeep,1,0,N/A
keeping,1,25280309,N/A
stabbed,1,787357,N/A
forgiven,1,1088785,N/A
forgetting,1,1569161,N/A
darkest,1,1137316,N/A
happening,1,13986796,N/A
remembered,1,7259499,N/A
started,1,77515342,N/A
asked,1,75532722,N/A
campaign,1,45809124,C1
came,1,73311488,N/A
moor,1,2119677,N/A
hiding,1,4565153,N/A
believing,1,3401919,N/A
prevail,1,2652457,C2
flesh,1,6798734,C2
hors,1,16104943,N/A
betting,1,16959164,N/A
gamble,1,3423830,C2
commander,1,11832701,C2
eyed,1,7613901,N/A
corpse,1,2662009,C2
defens,1,1619699,N/A
smaller,1,24982548,N/A
flock,1,3268479,N/A
went,1,68130142,N/A
tether,1,453939,N/A
kissing,1,7939523,N/A
letting,1,9131661,N/A
turned,1,34215128,N/A
cloak,1,1707423,N/A
rag,1,3380983,N/A
sow,1,1563546,C1
grunt,1,899946,N/A
dine,1,2126338,N/A
carve,1,952422,C2
feast,1,4656260,C1
sharpen,1,912786,C2
rising,1,14108530,N/A
abandoning,1,778900,N/A
sworn,1,2332355,N/A
destroyed,1,9026486,N/A
laughing,1,5900004,N/A
laughed,1,3904519,N/A
vein,1,5366586,C1
sacrifice,1,7131915,C1
contemplate,1,1238515,C2
sentenced,1,3273030,N/A
sellsword,1,0,N/A
built,1,61522194,N/A
saw,1,50570151,N/A
butchery,1,112556,N/A
beast,1,16763421,N/A
ordered,1,20046781,N/A
led,1,49275665,N/A
trident,1,1077184,N/A
loved,1,19719299,N/A
bought,1,31501377,N/A
auction,1,83116660,C1
bled,1,620251,N/A
valiantly,1,144723,N/A
nobly,1,118764,N/A
mishear,1,0,N/A
trained,1,13608102,N/A
battlefield,1,7530947,N/A
shame,1,6882495,C1
token,1,8285769,C1
struck,1,8489716,N/A
proved,1,9782793,N/A
advising,1,4070479,N/A
understood,1,11962620,N/A
offense,1,8248745,N/A
offered,1,50347350,N/A
dying,1,9123557,N/A
obedience,1,2384233,N/A
taking,1,70312688,N/A
ledger,1,3063597,N/A
safest,1,1314785,N/A
knighted,1,129581,N/A
redheaded,1,199140,N/A
secured,1,12463155,N/A
detained,1,2363691,N/A
tried,1,34201786,N/A
consultation,1,24606425,C2
considered,1,57378298,N/A
specializ,1,4376847,N/A
repayment,1,4859619,N/A
putting,1,18519708,N/A
handler,1,6486276,N/A
raged,1,322172,N/A
knot,1,5776884,C2
respectful,1,1638205,C1
failed,1,30596963,N/A
lad,1,3212044,C2
poof,1,334188,N/A
stealing,1,3046130,N/A
borrowing,1,4421530,N/A
seeing,1,26322092,N/A
naive,1,1848489,C1
borrowed,1,2646232,N/A
ahem,1,635512,N/A
principle,1,47683869,C1
conquering,1,641337,N/A
jaunt,1,245781,N/A
skipping,1,1605494,N/A
squire,1,1561278,N/A
favor,1,18267074,N/A
saying,1,38415068,C2
enjoyed,1,12819458,N/A
telling,1,14181895,N/A
copious,1,456992,N/A
runaway,1,2088318,N/A
pant,1,19912941,N/A
commanded,1,2008832,N/A
treasonous,1,90359,N/A
dumb,1,5409969,C1
isle,1,13157625,N/A
mined,1,1025833,N/A
gemstone,1,4902224,N/A
returned,1,34138333,N/A
honor,1,24511949,N/A
defiled,1,199832,N/A
hated,1,3173792,N/A
forced,1,30835043,N/A
holed,1,259059,N/A
learned,1,23121323,N/A
losing,1,12607223,N/A
admirable,1,881910,N/A
rewarding,1,3066813,C1
speaking,1,23813045,N/A
chained,1,798899,N/A
asking,1,19887691,N/A
freed,1,2683280,N/A
constraint,1,15609827,C2
resilient,1,1146560,C2
unchain,1,46557,N/A
suppose,1,11981451,C1
wanting,1,7463610,N/A
famished,1,79311,N/A
carving,1,3295747,N/A
nic,1,4479009,N/A
stump,1,1794954,N/A
smartest,1,693861,N/A
scrape,1,956419,N/A
danced,1,1248001,N/A
spun,1,1854414,N/A
hairy,1,19060619,N/A
knight,1,18888233,N/A
