word,series_frequency,english_frequency,vocabulary_level
added,1,118410414,N/A
used,1,421438139,N/A
lot,1,150766298,N/A
women,1,261450772,N/A
making,1,124399532,N/A
english,1,172420235,N/A
photos,1,167827453,N/A
