word,series_frequency,english_frequency,vocabulary_level
jewelry,1,72648785,N/A
removed,1,29610178,N/A
arresting,1,699349,N/A
proceed,1,18977296,C1
cynical,1,1448585,C2
tender,1,11744243,C2
hearted,1,1810871,N/A
kidding,1,2613375,N/A
inviting,1,2822014,N/A
devastated,1,1150759,C1
protecting,1,9941975,N/A
serving,1,32312647,N/A
admirable,1,881910,N/A
hoping,1,8825881,N/A
spur,1,4467424,C2
losing,1,12607223,N/A
ourself,1,13702364,N/A
mass,1,45284489,C1
cognitive,1,8211944,N/A
hydrated,1,369449,N/A
baking,1,5711682,N/A
preliminary,1,13612160,C1
hearing,1,44863940,N/A
reviewed,1,29665969,N/A
repeatedly,1,4920604,C1
testify,1,2709168,C2
serial,1,28576941,C1
squared,1,2037543,N/A
bound,1,26377045,C1
misdemeanor,1,1749939,N/A
freaked,1,478445,N/A
predetermined,1,1237901,N/A
docket,1,4067768,N/A
counsel,1,15173891,N/A
ate,1,6205908,N/A
asked,1,75532722,N/A
disastrous,1,1274124,C1
painless,1,913490,N/A
ponytail,1,323728,N/A
escapee,1,176973,N/A
tracked,1,11801246,N/A
courtroom,1,1832191,N/A
gagged,1,2422197,N/A
versus,1,13147766,C1
misspelled,1,527420,N/A
started,1,77515342,N/A
teething,1,408720,N/A
bolo,1,313054,N/A
neighborhood,1,28783336,N/A
gloved,1,161839,N/A
touched,1,5080398,N/A
needed,1,76528079,N/A
spaced,1,2349680,N/A
hooking,1,896673,N/A
caught,1,17749748,N/A
whiff,1,269168,N/A
warehouse,1,14530204,C2
whew,1,545112,N/A
seen,1,78381896,N/A
forensic,1,5501352,N/A
intoxication,1,674290,N/A
recognition,1,22351986,C2
arrived,1,15056872,N/A
allegedly,1,3215144,C2
fingerprint,1,3246623,N/A
steering,1,10826821,N/A
suffered,1,8148331,N/A
identified,1,33222080,N/A
solely,1,10091700,C1
instruct,1,2302107,C1
wearing,1,12401524,N/A
unsee,1,0,N/A
letting,1,9131661,N/A
bothering,1,683314,N/A
humiliate,1,252022,N/A
starve,1,540312,C1
cellphone,1,4021441,N/A
blaring,1,189416,N/A
crunch,1,1962528,N/A
gavel,1,374424,N/A
banging,1,1531392,N/A
jammed,1,611686,N/A
evacuate,1,718574,N/A
homeland,1,7395574,N/A
fake,1,11922383,C1
helping,1,24402324,N/A
scenarios,1,6349970,N/A
planned,1,21546767,N/A
downtown,1,20983220,N/A
radius,1,8985161,N/A
downstair,1,1722288,N/A
squat,1,1212393,N/A
verify,1,15362830,C1
petty,1,3195594,C2
focus,1,74721938,C2
prestigious,1,3899516,C1
assignment,1,25005176,C1
begrudge,1,78609,N/A
understood,1,11962620,N/A
sergeant,1,3409151,N/A
asking,1,19887691,N/A
ahold,1,295977,N/A
bummed,1,229833,N/A
heading,1,14092627,C1
lied,1,2215843,N/A
closing,1,18813715,N/A
taught,1,16082512,N/A
cozy,1,2388495,N/A
segregate,1,266004,N/A
frequency,1,35171104,N/A
blocked,1,6214606,N/A
radiation,1,15066327,C1
worked,1,38128226,N/A
burned,1,4993504,N/A
fireball,1,1011274,N/A
accomplish,1,6503704,C1
sabotage,1,1049828,N/A
fantasizing,1,91000,N/A
registry,1,20746349,N/A
bondage,1,38272228,N/A
chopper,1,2959038,N/A
rotor,1,2843637,N/A
focusing,1,8787624,N/A
tangible,1,3150974,C2
imminent,1,2023614,C2
unrelatable,1,0,N/A
speaking,1,23813045,N/A
ringing,1,2151327,N/A
await,1,3202456,N/A
prophesized,1,13821,N/A
clarion,1,3017281,N/A
heed,1,1226624,N/A
sayeth,1,65966,N/A
cloak,1,1707423,N/A
appointed,1,17314729,N/A
ascending,1,4958122,N/A
interstellar,1,756734,N/A
embrace,1,5524794,C1
ledge,1,1413266,N/A
believer,1,4754440,N/A
shotgun,1,2749996,N/A
robbing,1,455109,N/A
stitch,1,6463699,C2
threatening,1,5146833,N/A
supposed,1,14497557,N/A
busted,1,1704787,N/A
whiskey,1,2179769,N/A
built,1,61522194,N/A
collaps,1,723452,N/A
provoke,1,1214644,C2
counselor,1,7855180,N/A
cathartic,1,183766,N/A
papi,1,289193,N/A
dare,1,7060157,N/A
worth,1,48099042,N/A
gagging,1,708679,N/A
mentioned,1,28566238,N/A
earlier,1,34079706,N/A
helped,1,21000656,N/A
earthly,1,1275576,N/A
universe,1,21643935,N/A
joining,1,10606585,N/A
rooftop,1,1269339,N/A
traveling,1,9647591,N/A
watching,1,21543474,N/A
theoretical,1,10348868,C2
sole,1,14167039,C1
supervised,1,3141620,N/A
parental,1,6191119,N/A
abduction,1,1453353,N/A
led,1,49275665,N/A
restriction,1,23315962,C1
checked,1,15762226,N/A
talked,1,9582713,N/A
ricochet,1,384370,N/A
secured,1,12463155,N/A
diversion,1,3513246,N/A
wink,1,2614429,C2
twitch,1,680757,N/A
carotid,1,872749,N/A
spending,1,19521910,C2
caused,1,27036899,N/A
malfunction,1,1389181,N/A
hypovolemic,1,15530,N/A
pneumothorax,1,144131,N/A
jumping,1,5154366,N/A
depend,1,29194205,N/A
wired,1,8371548,N/A
flip,1,8522186,N/A
impulse,1,3213161,C2
soda,1,3940026,N/A
showed,1,22170303,N/A
kidnapped,1,1587915,N/A
arrested,1,9147670,N/A
overreacting,1,73326,N/A
happened,1,24951096,N/A
straw,1,4390017,C1
primal,1,1520572,N/A
inherent,1,4564901,C2
arrogance,1,1089079,N/A
willing,1,18418634,C2
sacrifice,1,7131915,C1
came,1,73311488,N/A
canyon,1,12383902,N/A
ruled,1,5589851,N/A
cutie,1,3305791,N/A
younger,1,11985957,N/A
architectural,1,10225722,N/A
tried,1,34201786,N/A
sometime,1,52184367,N/A
deserved,1,2178581,N/A
cheesy,1,1110227,N/A
epitomizing,1,0,N/A
taking,1,70312688,N/A
decided,1,33030803,N/A
afford,1,11202234,N/A
roach,1,3221994,N/A
waiting,1,30170505,N/A
went,1,68130142,N/A
repaired,1,2304344,N/A
