word,series_frequency,english_frequency,vocabulary_level
investigator,2,12634943,B2
wrist,2,6941867,B2
reflection,2,13480783,B2
landlord,2,6935979,B2
devil,2,16939196,B2
stab,1,1914035,B2
thigh,1,3864061,B2
rage,1,6645999,B2
gum,1,5447084,B2
recession,1,1817664,B2
prejudice,1,5475413,B2
courtesy,1,11047634,B2
consciousness,1,7462174,B2
tragic,1,3266929,B2
suicide,1,11774872,B2
paperwork,1,3026360,B2
upright,1,4162400,B2
horn,1,10468945,B2
deer,1,10093106,B2
cemetery,1,13189309,B2
trap,1,11197166,B2
bothered,1,2267322,B2
scratch,1,9196206,B2
robbery,1,2858938,B2
worthwhile,1,2984982,B2
stroke,1,15173206,B2
