word,series_frequency,english_frequency,vocabulary_level
transceiver,6,1847079,N/A
contraction,2,2430488,N/A
spinal,2,4699709,N/A
turbulence,2,1675989,N/A
bachelor,2,13639700,N/A
mayday,2,311257,N/A
trauma,2,5434737,C2
