word,series_frequency,english_frequency,vocabulary_level
assignment,1,25005176,C1
worthy,1,6960825,C1
farther,1,2666579,N/A
bet,1,19562562,C1
afford,1,11202234,N/A
biggest,1,20195396,N/A
smartest,1,693861,N/A
daddy,1,9928046,N/A
shove,1,847364,N/A
depend,1,29194205,N/A
loosened,1,313747,N/A
inherit,1,2022122,C2
nastiness,1,113898,N/A
travelled,1,2294125,N/A
troupe,1,888157,N/A
tempting,1,1253805,N/A
feared,1,2373625,N/A
meant,1,17832930,N/A
potion,1,1459694,N/A
powerless,1,765643,N/A
sens,1,4305427,N/A
hooked,1,3261622,N/A
sliced,1,2232434,N/A
stem,1,14112298,N/A
chanting,1,828312,N/A
brazier,1,233970,N/A
turned,1,34215128,N/A
demon,1,7695060,N/A
answered,1,12457330,N/A
hated,1,3173792,N/A
priestess,1,421777,N/A
symbolic,1,4665697,C2
tried,1,34201786,N/A
possess,1,7469433,C1
threw,1,4410853,N/A
resolved,1,10512341,N/A
spite,1,4493143,C2
begged,1,886076,N/A
sold,1,42979181,N/A
remained,1,11392181,N/A
became,1,37332761,N/A
learned,1,23121323,N/A
distasteful,1,270773,N/A
slum,1,1081148,N/A
weed,1,8672017,C2
tended,1,2475387,N/A
tendril,1,169748,N/A
reached,1,22485293,N/A
managed,1,30602103,N/A
honor,1,24511949,N/A
pardoning,1,46303,N/A
protecting,1,9941975,N/A
realm,1,7918957,C2
starting,1,68080206,N/A
fist,1,8298962,C2
knowing,1,14410719,N/A
surviving,1,4024027,N/A
protector,1,7277441,N/A
lummox,1,19527,N/A
ourself,1,13702364,N/A
woke,1,2630503,N/A
thimble,1,500090,N/A
larger,1,61265757,N/A
talking,1,36617848,N/A
descriptive,1,4063561,N/A
oddest,1,118205,N/A
preoccupied,1,483610,N/A
leaving,1,23878642,N/A
pursue,1,8199767,C1
enduring,1,2261346,N/A
shipboard,1,509427,N/A
inventory,1,24938705,N/A
merit,1,9632214,C1
ate,1,6205908,N/A
crypt,1,1999874,N/A
sanctum,1,325541,N/A
premis,1,9807811,N/A
adoringly,1,16092,N/A
superior,1,20188372,C1
urn,1,2545007,N/A
wildfire,1,1466671,N/A
macabre,1,574859,N/A
taking,1,70312688,N/A
returned,1,34138333,N/A
hunter,1,33842463,N/A
banquet,1,5297392,N/A
rebellion,1,2636278,C1
warrior,1,14266719,C1
yearn,1,418153,N/A
thrown,1,6153088,N/A
septon,1,0,N/A
sometime,1,52184367,N/A
severity,1,5106078,C2
thousandfold,1,19675,N/A
led,1,49275665,N/A
defense,1,37819618,N/A
adore,1,1339286,N/A
motte,1,371048,N/A
torturing,1,473134,N/A
waited,1,3938627,N/A
bluff,1,4956500,N/A
carried,1,27222494,N/A
thinking,1,41347669,N/A
raid,1,9429798,C2
reminded,1,4374374,N/A
lorded,1,14846,N/A
clothe,1,27345816,N/A
paid,1,60294928,N/A
orphan,1,3020897,C2
slit,1,1884118,N/A
chose,1,9409845,N/A
giving,1,43506778,N/A
misfor,1,0,N/A
whine,1,967404,N/A
isle,1,13157625,N/A
lecherous,1,69485,N/A
stump,1,1794954,N/A
oldest,1,15717579,N/A
heir,1,2837503,C2
deserf,1,4081562,N/A
tedious,1,1508727,C1
listening,1,19542217,N/A
helped,1,21000656,N/A
saved,1,19635976,N/A
claw,1,3149739,N/A
allowed,1,44526131,N/A
roughshod,1,65990,N/A
stopping,1,6325995,N/A
stamped,1,2436087,N/A
embroidered,1,4417764,N/A
painted,1,10666710,N/A
dullest,1,63590,N/A
sow,1,1563546,C1
beast,1,16763421,N/A
naught,1,353091,N/A
nonexistent,1,580905,N/A
decrepit,1,181870,N/A
mincing,1,85813,N/A
sought,1,12398749,N/A
spoke,1,12161949,N/A
wasting,1,2791022,N/A
shared,1,30988860,N/A
surrender,1,4256548,C2
shrubbery,1,186602,N/A
ally,1,8193549,C1
admired,1,1382872,N/A
admirer,1,792202,N/A
stepped,1,4130208,N/A
executioner,1,426423,N/A
confidant,1,211250,N/A
acquired,1,12619643,N/A
shame,1,6882495,C1
despise,1,743347,N/A
undermine,1,2541472,C2
sept,1,9560646,N/A
looked,1,31988351,N/A
goddess,1,5502442,N/A
torture,1,12479645,C1
passed,1,33242084,N/A
oink,1,214048,N/A
oat,1,2037422,N/A
diein,1,0,N/A
agony,1,1628576,N/A
believed,1,13851733,N/A
happened,1,24951096,N/A
frustrating,1,2394252,C1
masquerade,1,1271756,N/A
moon,1,29447801,N/A
regent,1,6134139,N/A
ranger,1,10861985,N/A
failed,1,30596963,N/A
kept,1,27838368,N/A
vow,1,2874235,C2
fought,1,5535215,N/A
fiercely,1,753076,N/A
broke,1,10460811,N/A
starved,1,781539,N/A
barrel,1,9227978,N/A
feast,1,4656260,C1
potatoe,1,5283312,N/A
gone,1,34511028,N/A
wounded,1,4725318,N/A
wif,1,6613996,N/A
sawdust,1,363857,N/A
sitting,1,18868156,N/A
eating,1,21565444,N/A
larder,1,330243,N/A
godly,1,725475,N/A
stingy,1,335740,N/A
belly,1,8199698,N/A
curse,1,3982181,N/A
unhand,1,0,N/A
happening,1,13986796,N/A
piggy,1,1181697,N/A
cutting,1,20740089,N/A
apologize,1,2591938,N/A
halt,1,3378142,N/A
blackstrap,1,29795,N/A
rum,1,2393714,N/A
finding,1,57859980,N/A
molass,1,559840,N/A
wartime,1,1279693,N/A
prowling,1,132105,N/A
carrying,1,16328349,N/A
crooked,1,1743363,N/A
spear,1,13564884,N/A
mob,1,4345084,N/A
peasant,1,2549715,C1
ordered,1,20046781,N/A
execute,1,9975981,C2
cloak,1,1707423,N/A
prey,1,3522790,C2
brotherhood,1,1888726,N/A
banner,1,25576761,N/A
reborn,1,1001079,N/A
kinder,1,1363067,N/A
raped,1,2040735,N/A
dump,1,8142635,C1
lay,1,17973216,N/A
touched,1,5080398,N/A
smelled,1,666832,N/A
bawling,1,80687,N/A
unarmed,1,602459,N/A
slung,1,253265,N/A
bleeder,1,157558,N/A
sworn,1,2332355,N/A
shield,1,12985151,C1
ran,1,16417708,N/A
accused,1,8659913,N/A
combat,1,15171320,C2
archer,1,3307179,N/A
worth,1,48099042,N/A
bravest,1,211775,N/A
untested,1,799452,N/A
sacking,1,223678,N/A
captif,1,550815,N/A
unsullied,1,41477,N/A
prosper,1,1213675,C2
whip,1,4308941,N/A
