word,series_frequency,english_frequency,vocabulary_level
narco,3,207216,C1
connotation,2,618386,C1
satanic,2,835363,C1
whorehouse,2,81814,C1
psychiatric,2,4981598,C1
claire,2,7009732,C1
psych,2,1482762,C1
