word,series_frequency,english_frequency,vocabulary_level
given,1,126028149,N/A
info,1,352363058,N/A
making,1,124399532,N/A
based,1,252405204,N/A
being,1,248842629,N/A
got,1,145268693,N/A
doe,1,321965419,N/A
