word,series_frequency,english_frequency,vocabulary_level
local,1,274425438,B1
such,1,380740926,B2
display,1,125675652,B1
access,1,219843297,B1
few,1,135197144,B1
step,1,124401569,B1
issue,1,278533430,B1
provide,1,290254685,B1
design,1,297404017,B1
society,1,120479144,B1
private,1,188233446,B1
management,1,304368918,B2
condition,1,244920039,B1
drug,1,118251576,B2
supply,1,150845529,B2
organization,1,129751066,B1
thought,1,119724175,B1
current,1,220295284,B2
found,1,232130803,B2
deal,1,155018212,B2
research,1,312377267,B1
