word,series_frequency,english_frequency,vocabulary_level
accepting,1,6981678,N/A
escaped,1,2878893,N/A
putting,1,18519708,N/A
rig,1,3805020,N/A
arrived,1,15056872,N/A
kingpin,1,462315,N/A
commander,1,11832701,C2
appointing,1,1121851,N/A
specialized,1,10955946,N/A
counterterrorism,1,564895,N/A
dug,1,1951457,N/A
rolodex,1,181178,N/A
remained,1,11392181,N/A
transferred,1,11023998,N/A
confessional,1,1366479,N/A
humor,1,18147811,N/A
immutable,1,498595,N/A
communicating,1,4134095,N/A
collaborating,1,1447540,N/A
understood,1,11962620,N/A
housed,1,2537223,N/A
headquarter,1,11732370,N/A
purview,1,348215,N/A
disseminate,1,1770425,N/A
pulled,1,10724879,N/A
sniffing,1,728863,N/A
sober,1,1721953,C2
booth,1,9307763,N/A
checkpoint,1,2822709,N/A
appointed,1,17314729,N/A
choos,1,3276779,N/A
judged,1,3293503,N/A
indicted,1,1282603,N/A
hunted,1,1048330,N/A
telling,1,14181895,N/A
buckle,1,4098240,N/A
bringing,1,15970507,N/A
confined,1,3813370,N/A
gaining,1,4682505,N/A
gathering,1,12907959,C1
manhunt,1,407992,N/A
surrounded,1,6101488,N/A
saved,1,19635976,N/A
navigate,1,15807108,N/A
doubling,1,1564837,N/A
martial,1,8710009,N/A
officially,1,7533785,C1
amenity,1,11395142,N/A
activated,1,7010205,N/A
oversee,1,3106731,N/A
sidelining,1,20144,N/A
worship,1,13697726,C1
acting,1,18407646,N/A
checked,1,15762226,N/A
pansy,1,596782,N/A
inability,1,3880337,C1
frustrating,1,2394252,C1
insinuating,1,88202,N/A
allegation,1,5763942,C1
gentlemen,1,3837865,N/A
shove,1,847364,N/A
dissension,1,195122,N/A
strategize,1,118267,N/A
humiliating,1,622405,C2
capturing,1,3096013,N/A
legalization,1,433129,N/A
hoping,1,8825881,N/A
snipped,1,168232,N/A
knocked,1,2576160,N/A
numb,1,1287625,N/A
scumbag,1,212994,N/A
isolated,1,9421703,C1
dismissed,1,4355532,N/A
flyover,1,211772,N/A
megahertz,1,258316,N/A
advised,1,9436986,N/A
outskirt,1,1068164,N/A
eliminate,1,13747002,C1
terrain,1,5991346,N/A
drivable,1,45828,N/A
raid,1,9429798,C2
mistaken,1,2411938,C1
exiled,1,591466,N/A
gettin,1,1197311,N/A
stealth,1,3431519,N/A
liked,1,11282738,N/A
kicking,1,3271617,N/A
waking,1,2297304,N/A
staying,1,8900981,N/A
sweetheart,1,2157453,N/A
dealing,1,19196259,N/A
chased,1,999429,N/A
tolerated,1,1684559,N/A
chasing,1,2647727,N/A
fag,1,977692,N/A
