word,series_frequency,english_frequency,vocabulary_level
distorted,1,1748105,N/A
unlocked,1,2385296,N/A
allowed,1,44526131,N/A
surrender,1,4256548,C2
sophomore,1,3626033,N/A
overlooked,1,2374946,N/A
underestimated,1,756706,N/A
spending,1,19521910,C2
motion,1,47336175,C2
intuitive,1,4241404,N/A
vulnerable,1,7731173,C2
starting,1,68080206,N/A
began,1,38269468,N/A
almighty,1,1780004,N/A
healing,1,15286774,N/A
jeopardized,1,205117,N/A
worked,1,38128226,N/A
fantasizing,1,91000,N/A
discordant,1,208281,N/A
chaotic,1,1850672,C1
labrinth,1,0,N/A
forgot,1,31626338,N/A
goe,1,47478275,N/A
slit,1,1884118,N/A
quad,1,7272110,N/A
checked,1,15762226,N/A
overwhelming,1,4077983,C1
debilitating,1,557447,N/A
spent,1,29719451,N/A
hangin,1,388833,N/A
strumming,1,168770,N/A
selling,1,44375770,N/A
stem,1,14112298,N/A
bought,1,31501377,N/A
gone,1,34511028,N/A
sniff,1,1174181,C2
showered,1,339948,N/A
abstinence,1,1160063,N/A
compared,1,34638205,N/A
vow,1,2874235,C2
unforgivable,1,157319,N/A
sobbing,1,346430,N/A
sent,1,68953120,N/A
torn,1,3569094,N/A
babysitting,1,887553,N/A
cheering,1,906545,N/A
retarded,1,1500950,N/A
liked,1,11282738,N/A
babysat,1,28647,N/A
garland,1,3495116,N/A
whew,1,545112,N/A
zipper,1,2906393,N/A
maternity,1,7689807,N/A
flaunting,1,102598,N/A
abusive,1,3183793,C2
triggering,1,1200514,N/A
scrape,1,956419,N/A
ominous,1,719585,N/A
squelching,1,33989,N/A
spraying,1,1453737,N/A
tribal,1,8614733,C2
gasp,1,1267829,C2
tore,1,1187333,N/A
earlier,1,34079706,N/A
unprovoked,1,152986,N/A
legit,1,658762,N/A
freaked,1,478445,N/A
racist,1,3657431,C2
frantic,1,1129446,C2
clingy,1,72516,N/A
suck,1,30261732,C2
grounded,1,3739928,N/A
electronica,1,2285879,N/A
assaulted,1,812496,N/A
slurp,1,524743,N/A
ashtray,1,1041215,N/A
pushed,1,6482839,N/A
yelling,1,1395556,N/A
hovering,1,675329,N/A
dude,1,7556738,N/A
needed,1,76528079,N/A
whine,1,967404,N/A
dumpster,1,694513,N/A
stereo,1,17319174,N/A
kept,1,27838368,N/A
ash,1,11970615,N/A
involved,1,59408103,N/A
texted,1,40079,N/A
notification,1,26832427,N/A
supposed,1,14497557,N/A
heard,1,45436523,N/A
bluffing,1,225289,N/A
ruined,1,1877804,N/A
toward,1,66823223,N/A
cared,1,2333049,N/A
deserved,1,2178581,N/A
backed,1,7688105,N/A
hon,1,10955276,N/A
scare,1,3729793,C1
overdosed,1,66034,N/A
somber,1,359970,N/A
chord,1,7484714,N/A
fang,1,1391444,N/A
shatter,1,732875,N/A
passing,1,15522371,N/A
crashing,1,1901462,N/A
blurry,1,572668,N/A
scattered,1,4879386,C2
smokin,1,748384,N/A
weed,1,8672017,C2
invited,1,14757576,N/A
tellin,1,211953,N/A
saw,1,50570151,N/A
rehab,1,6683000,N/A
died,1,35803272,N/A
groan,1,781298,C2
pros,1,8418015,N/A
con,1,38751986,N/A
imitate,1,880433,C1
gunshot,1,546547,N/A
hating,1,846508,N/A
joined,1,57202778,N/A
cult,1,7150655,N/A
influencer,1,225444,N/A
bravest,1,211775,N/A
kidding,1,2613375,N/A
cis,1,4699878,N/A
heteronormative,1,0,N/A
joking,1,1059257,N/A
patriarchy,1,317393,N/A
listening,1,19542217,N/A
looked,1,31988351,N/A
inspiring,1,3438173,N/A
shouting,1,1610846,N/A
chime,1,2589320,N/A
silvery,1,498555,N/A
voicemail,1,1734774,N/A
whirring,1,79660,N/A
dragged,1,1846171,N/A
inaudible,1,533047,N/A
thinking,1,41347669,N/A
clattering,1,65077,N/A
upbeat,1,1196797,N/A
stayin,1,153544,N/A
malt,1,1694579,N/A
liquor,1,5246170,N/A
kissing,1,7939523,N/A
moan,1,1479991,C2
spearmint,1,224797,N/A
crinkling,1,17386,N/A
flickering,1,494623,N/A
built,1,61522194,N/A
applause,1,1705835,C1
bout,1,3818689,N/A
handlebar,1,1211689,N/A
scoff,1,230791,N/A
greatest,1,25547808,N/A
pianist,1,1904687,N/A
lived,1,18050710,N/A
supposedly,1,2900944,C1
crackhead,1,106024,N/A
afoot,1,364417,N/A
keypad,1,2796591,N/A
siren,1,2133990,C2
wailing,1,449707,N/A
exhale,1,373375,N/A
indistinct,1,195751,N/A
buzzing,1,701772,N/A
troublemaker,1,280337,N/A
punk,1,12867399,N/A
threatening,1,5146833,N/A
stickin,1,60239,N/A
filming,1,2275985,N/A
funky,1,5587279,N/A
meant,1,17832930,N/A
poppin,1,700942,N/A
cookin,1,398153,N/A
stally,1,0,N/A
tally,1,2091674,N/A
cameras,1,64153502,N/A
rolling,1,15125241,N/A
sling,1,2436912,N/A
magy,1,0,N/A
cowboy,1,11486583,N/A
hootnanny,1,0,N/A
taxido,1,0,N/A
ape,1,3871641,N/A
evolved,1,4581246,N/A
gulped,1,108747,N/A
lord,1,52474647,N/A
