word,series_frequency,english_frequency,vocabulary_level
source,1,242521687,B2
control,1,245401760,B1
least,1,111229798,B1
article,1,333500580,B1
sex,1,322005449,B1
cell,1,157195647,B2
decision,1,102327643,B1
death,1,94459595,B1
loss,1,97988978,B2
recent,1,141800308,B1
effect,1,157994239,B1
figure,1,114181526,B1
human,1,173302782,B1
act,1,164763850,B1
beauty,1,89162366,B1
found,1,232130803,B2
though,1,91929439,B1
power,1,246570236,B1
store,1,432519343,B1
statement,1,135285872,B2
