word,series_frequency,english_frequency,vocabulary_level
asking,1,19887691,N/A
wealthiest,1,373295,N/A
outfit,1,5973389,N/A
axis,1,12399723,N/A
shifted,1,3118000,N/A
holy,1,23780151,C1
liaison,1,5602775,N/A
discussing,1,6770039,N/A
closing,1,18813715,N/A
palm,1,45758669,C1
gross,1,16720425,C1
calloused,1,43057,N/A
eech,1,0,N/A
defended,1,1889545,N/A
perimeter,1,2789765,N/A
ups,1,31451966,N/A
legionary,1,106944,N/A
horde,1,3574419,N/A
relocating,1,1697908,N/A
artillery,1,2577825,N/A
farther,1,2666579,N/A
counterbalance,1,211052,N/A
relocate,1,1726063,C1
ave,1,35099416,N/A
dare,1,7060157,N/A
negotiating,1,4058744,N/A
shame,1,6882495,C1
borrowing,1,4421530,N/A
latin,1,36779697,N/A
virgin,1,26912691,C2
resume,1,26309970,C1
saying,1,38415068,C2
conquer,1,2524477,C1
unrepentant,1,170572,N/A
hail,1,3384201,C2
founder,1,14076165,C2
empire,1,23736077,C1
died,1,35803272,N/A
heir,1,2837503,C2
wrote,1,56421594,N/A
successor,1,4672298,C1
placed,1,35347899,N/A
divine,1,9492258,N/A
retrieve,1,6441254,C2
follower,1,3664368,C2
stalemate,1,351657,N/A
counseling,1,14592664,N/A
sometime,1,52184367,N/A
resolution,1,62845162,C2
easier,1,26857423,N/A
according,1,72553085,N/A
drawn,1,14827380,N/A
overwhelming,1,4077983,C1
speaking,1,23813045,N/A
upward,1,5027116,C1
vector,1,20056763,N/A
bout,1,3818689,N/A
tellin,1,211953,N/A
keepsake,1,1865320,N/A
leaving,1,23878642,N/A
connected,1,28448231,N/A
barb,1,2539806,N/A
blueprint,1,3242755,N/A
supposed,1,14497557,N/A
killed,1,23240536,N/A
welch,1,3150282,N/A
sitting,1,18868156,N/A
refused,1,9323160,N/A
funding,1,47702677,C1
billboard,1,3127396,N/A
sacrifice,1,7131915,C1
honor,1,24511949,N/A
honoree,1,429730,N/A
getting,1,93506861,N/A
rumor,1,5977664,N/A
veteran,1,20753830,C2
sympathize,1,310322,C2
grievance,1,3662497,N/A
justified,1,4525307,C1
liable,1,12126852,C1
trying,1,57462639,N/A
multitude,1,2681301,N/A
politic,1,53458717,N/A
til,1,5700373,N/A
squander,1,165058,C2
acknowledge,1,8868480,C1
paladin,1,1361229,N/A
complicate,1,923791,C1
began,1,38269468,N/A
sent,1,68953120,N/A
saw,1,50570151,N/A
depraved,1,283374,N/A
chose,1,9409845,N/A
tried,1,34201786,N/A
punished,1,2162545,N/A
saved,1,19635976,N/A
noble,1,13363512,C1
paved,1,1914582,N/A
behold,1,2892450,N/A
dimness,1,38892,N/A
alliance,1,25690053,C2
envoy,1,1777032,N/A
spike,1,6690828,N/A
damper,1,1097030,N/A
scurrying,1,134891,N/A
cockroach,1,669617,N/A
offense,1,8248745,N/A
elder,1,9905588,N/A
bastion,1,724441,N/A
bulwark,1,201933,N/A
fomenting,1,63722,N/A
foundational,1,543288,N/A
ethos,1,946491,N/A
verge,1,1566866,N/A
cooler,1,9215787,N/A
prevailed,1,1085924,N/A
ourself,1,13702364,N/A
howdy,1,726642,N/A
spent,1,29719451,N/A
built,1,61522194,N/A
gone,1,34511028,N/A
wanted,1,63301836,N/A
knack,1,722179,N/A
plannin,1,32942,N/A
needed,1,76528079,N/A
doodad,1,63124,N/A
leavin,1,166379,N/A
obliged,1,2519826,N/A
armor,1,6094107,N/A
motion,1,47336175,C2
servos,1,275265,N/A
flown,1,1749635,N/A
flip,1,8522186,N/A
gif,1,55673869,N/A
thinking,1,41347669,N/A
bloodshed,1,482924,N/A
longer,1,54063969,N/A
unauthorized,1,5918928,N/A
automated,1,12816951,N/A
wasteland,1,933378,N/A
salutation,1,485862,N/A
changed,1,45453557,N/A
reinforcement,1,2614828,N/A
toll,1,29847496,C1
fell,1,15337043,N/A
boxed,1,5778226,N/A
predicament,1,579984,N/A
cozy,1,2388495,N/A
assumption,1,16055951,C1
prevail,1,2652457,C2
winning,1,33440237,N/A
winnin,1,16785,N/A
losin,1,73289,N/A
captured,1,8081642,N/A
helped,1,21000656,N/A
deserved,1,2178581,N/A
halt,1,3378142,N/A
credential,1,5426098,N/A
complimentary,1,5530978,C2
activated,1,7010205,N/A
activating,1,1430694,N/A
neutralized,1,236440,N/A
imminent,1,2023614,C2
metallic,1,6330592,N/A
bolt,1,8884854,N/A
boom,1,8393246,N/A
gee,1,3373735,N/A
whiz,1,571987,N/A
felt,1,33507506,N/A
linear,1,22944812,N/A
progression,1,4810254,C1
exterminate,1,228639,N/A
holdout,1,132273,N/A
hidin,1,19005,N/A
melting,1,2727230,N/A
slush,1,389608,N/A
grunt,1,899946,N/A
visor,1,2412964,N/A
staring,1,2611893,N/A
gentlemen,1,3837865,N/A
looked,1,31988351,N/A
burnt,1,3221640,N/A
squad,1,9722053,C2
privilege,1,11725236,C1
knowing,1,14410719,N/A
stake,1,8777760,N/A
stacked,1,1878493,N/A
seeing,1,26322092,N/A
commemorative,1,1426393,N/A
congratulation,1,6940167,N/A
saving,1,53938519,C1
took,1,66297175,N/A
buddy,1,28145735,N/A
jackpot,1,3307712,N/A
playing,1,51019438,N/A
wrinkle,1,2786974,C2
leverage,1,4523284,N/A
started,1,77515342,N/A
