word,series_frequency,english_frequency,vocabulary_level
rowed,1,168567,N/A
rising,1,14108530,N/A
milepost,1,255991,N/A
mercy,1,7059578,C2
knocking,1,1630521,N/A
cripple,1,1118494,N/A
thrust,1,3845802,N/A
hated,1,3173792,N/A
stood,1,11116275,N/A
combat,1,15171320,C2
aye,1,8638435,N/A
demanded,1,3531986,N/A
chained,1,798899,N/A
sooner,1,5301082,N/A
regicide,1,31150,N/A
wished,1,3512525,N/A
sneak,1,2496589,N/A
forgotten,1,14214206,N/A
accused,1,8659913,N/A
freeing,1,988180,N/A
treason,1,1155400,N/A
threw,1,4410853,N/A
confessed,1,948695,N/A
irrefutable,1,189360,N/A
knighthood,1,162548,N/A
whomever,1,739123,N/A
disappeared,1,3791611,N/A
conspiracy,1,6954540,N/A
noticed,1,12773325,N/A
foe,1,2678495,N/A
avoiding,1,5155816,N/A
crown,1,18024012,N/A
tedious,1,1508727,C1
leisurely,1,692959,N/A
stroll,1,1824083,C1
fling,1,800873,N/A
meant,1,17832930,N/A
viola,1,2458792,N/A
marrying,1,883879,N/A
twitchy,1,79425,N/A
ludicrous,1,607777,N/A
embroidery,1,5134948,N/A
absentminded,1,17739,N/A
regent,1,6134139,N/A
distracted,1,1226846,N/A
mourning,1,1679985,N/A
departed,1,1816797,N/A
accusing,1,872745,N/A
archer,1,3307179,N/A
hamlet,1,2863428,N/A
ranger,1,10861985,N/A
steward,1,2273590,N/A
liked,1,11282738,N/A
acting,1,18407646,N/A
choosing,1,12717377,N/A
reconsider,1,1504675,C1
warden,1,2008441,N/A
fed,1,13348332,N/A
prized,1,699404,N/A
partridge,1,1155383,N/A
chose,1,9409845,N/A
losing,1,12607223,N/A
figured,1,5390310,N/A
guarding,1,1005862,N/A
protecting,1,9941975,N/A
wondering,1,9239585,N/A
murderous,1,757472,N/A
pitied,1,111876,N/A
abused,1,3319897,N/A
despised,1,550781,N/A
arranged,1,9483767,N/A
threatened,1,7160212,N/A
knighted,1,129581,N/A
pardoned,1,226936,N/A
thereafter,1,5229938,C2
reforged,1,0,N/A
squire,1,1561278,N/A
chivalry,1,344671,N/A
axe,1,4862118,N/A
raiding,1,299817,N/A
disobeyed,1,113305,N/A
pulled,1,10724879,N/A
sledge,1,680234,N/A
simpleton,1,161320,N/A
sheltered,1,1324275,N/A
deserted,1,1525106,C1
foray,1,786890,N/A
sanction,1,6450952,C2
ahem,1,635512,N/A
holed,1,259059,N/A
wilderness,1,7280752,C2
bearing,1,13934717,N/A
lived,1,18050710,N/A
betrayed,1,1200949,N/A
stabbed,1,787357,N/A
deserved,1,2178581,N/A
recruit,1,6199283,C1
heading,1,14092627,C1
hurting,1,1746307,N/A
drinking,1,18160233,N/A
ballsack,1,0,N/A
gutter,1,2080564,N/A
headed,1,10058504,N/A
eyed,1,7613901,N/A
commoner,1,306970,N/A
creeping,1,997024,N/A
hostage,1,3239957,C2
pleas,1,1728123,N/A
